space,day,time,poi,tid,label
36.32745 -119.645684,Friday,281,715908,398770,21586
36.32745 -119.645684,Friday,335,715908,398770,21586
36.32745 -119.645684,Saturday,53,715908,398770,21586
36.32745 -119.645684,Saturday,247,715908,398770,21586
36.747727 -119.772366,Sunday,133,715835,398770,21586
36.32745 -119.645684,Sunday,424,715908,398770,21586
36.32745 -119.645684,Monday,138,715908,398770,21586
36.300784 -119.782911,Monday,941,716115,398770,21586
36.32745 -119.645684,Tuesday,104,715908,398770,21586
36.32745 -119.645684,Tuesday,144,715908,398770,21586
36.32745 -119.645684,Tuesday,144,715908,398770,21586
36.32745 -119.645684,Tuesday,200,715908,398770,21586
36.32745 -119.645684,Wednesday,48,715908,398770,21586
36.32745 -119.645684,Wednesday,213,715908,398770,21586
36.32745 -119.645684,Wednesday,215,715908,398770,21586
36.32745 -119.645684,Wednesday,430,715908,398770,21586
36.300784 -119.782911,Wednesday,1284,716115,398770,21586
36.32745 -119.645684,Thursday,60,715908,398772,21586
36.32745 -119.645684,Thursday,87,715908,398772,21586
36.313666 -119.914086,Thursday,937,246804,398772,21586
36.32745 -119.645684,Friday,57,715908,398772,21586
36.32745 -119.645684,Friday,133,715908,398772,21586
36.313666 -119.914086,Friday,932,246804,398772,21586
36.32745 -119.645684,Saturday,58,715908,398772,21586
36.32745 -119.645684,Saturday,131,715908,398772,21586
36.32745 -119.645684,Saturday,176,715908,398772,21586
36.32745 -119.645684,Saturday,357,715908,398772,21586
36.32745 -119.645684,Saturday,1097,715908,398772,21586
36.32745 -119.645684,Saturday,1098,715908,398772,21586
36.32745 -119.645684,Saturday,1173,715908,398772,21586
36.32745 -119.645684,Sunday,213,715908,398772,21586
36.32745 -119.645684,Sunday,1344,715908,398772,21586
36.32745 -119.645684,Monday,164,715908,398772,21586
36.313666 -119.914086,Monday,921,246804,398772,21586
36.32745 -119.645684,Tuesday,45,715908,398772,21586
36.32745 -119.645684,Tuesday,306,715908,398772,21586
36.313666 -119.914086,Tuesday,918,246804,398772,21586
36.32745 -119.645684,Wednesday,56,715908,398772,21586
36.325113 -119.65517,Wednesday,200,38519,398772,21586
36.32745 -119.645684,Wednesday,333,715908,398772,21586
36.313666 -119.914086,Wednesday,929,246804,398772,21586
36.32745 -119.645684,Thursday,60,715908,398774,21586
36.32745 -119.645684,Thursday,113,715908,398774,21586
36.32745 -119.645684,Friday,49,715908,398774,21586
36.32745 -119.645684,Friday,254,715908,398774,21586
36.32745 -119.645684,Sunday,247,715908,398774,21586
36.313666 -119.914086,Monday,1113,246804,398774,21586
36.32745 -119.645684,Tuesday,303,715908,398774,21586
36.313666 -119.914086,Tuesday,1121,246804,398774,21586
36.32745 -119.645684,Wednesday,223,715908,398774,21586
36.313666 -119.914086,Wednesday,1126,246804,398774,21586
-37.889239 145.040629,Tuesday,260,628418,533022,38768
-37.883333 145.166667,Tuesday,840,566995,533022,38768
-37.813997 144.963323,Wednesday,269,566732,533022,38768
-37.813997 144.963323,Thursday,523,566732,533022,38768
-37.883333 145.166667,Thursday,852,566995,533022,38768
-37.813997 144.963323,Friday,317,566732,533022,38768
-37.813997 144.963323,Friday,610,566732,533022,38768
-37.813997 144.963323,Friday,615,566732,533022,38768
-37.883333 145.166667,Friday,831,566995,533022,38768
-37.866667 144.983333,Saturday,660,566430,533022,38768
-37.883333 145.166667,Saturday,973,566995,533022,38768
-37.813997 144.963323,Monday,254,566732,533022,38768
-37.813997 144.963323,Monday,514,566732,533022,38768
-37.883333 145.166667,Monday,565,566995,533022,38768
-37.813997 144.963323,Monday,1375,566732,533022,38768
-37.813997 144.963323,Tuesday,530,566732,533024,38768
-37.883333 145.166667,Tuesday,844,566995,533024,38768
-37.813997 144.963323,Wednesday,546,566732,533024,38768
-37.883333 145.166667,Wednesday,580,566995,533024,38768
-37.813997 144.963323,Thursday,23,566732,533024,38768
-37.883333 145.166667,Thursday,889,566995,533024,38768
-37.813997 144.963323,Thursday,1429,566732,533024,38768
-37.883333 145.166667,Friday,772,566995,533024,38768
53.533333 -1.116667,Saturday,480,605254,533024,38768
-37.783333 145.133333,Saturday,481,567118,533024,38768
-37.813997 144.963323,Saturday,697,566732,533024,38768
-37.813997 144.963323,Saturday,862,566732,533024,38768
-37.883333 145.166667,Saturday,982,566995,533024,38768
-37.883333 145.166667,Sunday,601,566995,533024,38768
-37.813997 144.963323,Sunday,1357,566732,533024,38768
-37.883333 145.166667,Monday,529,566995,533024,38768
-37.883333 145.166667,Monday,783,566995,533024,38768
-37.813997 144.963323,Monday,1362,566732,533024,38768
-37.883333 145.166667,Tuesday,580,566995,533025,38768
-37.813997 144.963323,Tuesday,1431,566732,533025,38768
-37.883333 145.166667,Wednesday,505,566995,533025,38768
-37.813997 144.963323,Wednesday,1368,566732,533025,38768
-37.813997 144.963323,Thursday,206,566732,533025,38768
-37.813997 144.963323,Thursday,560,566732,533025,38768
-37.883333 145.166667,Thursday,932,566995,533025,38768
-37.813997 144.963323,Thursday,1332,566732,533025,38768
-37.813997 144.963323,Friday,291,566732,533025,38768
-37.883333 145.166667,Friday,629,566995,533025,38768
-37.883333 145.166667,Saturday,474,566995,533025,38768
-38.133333 145.116667,Saturday,615,567030,533025,38768
-37.883333 145.166667,Sunday,374,566995,533025,38768
-37.813997 144.963323,Sunday,1331,566732,533025,38768
-37.883333 145.166667,Monday,870,566995,533025,38768
-37.813997 144.963323,Monday,1365,566732,533025,38768
-37.883333 145.166667,Tuesday,803,566995,533027,38768
-37.813997 144.963323,Tuesday,1390,566732,533027,38768
-37.813997 144.963323,Wednesday,44,566732,533027,38768
-37.813997 144.963323,Wednesday,570,566732,533027,38768
-37.883333 145.166667,Wednesday,618,566995,533027,38768
-37.813997 144.963323,Wednesday,1365,566732,533027,38768
-37.813997 144.963323,Thursday,238,566732,533027,38768
-37.813997 144.963323,Thursday,525,566732,533027,38768
-37.833333 145.0,Friday,629,566469,533027,38768
-37.883333 145.166667,Saturday,113,566995,533027,38768
-37.813997 144.963323,Monday,1360,566732,533027,38768
-37.813997 144.963323,Tuesday,137,566732,533029,38768
-37.813997 144.963323,Tuesday,571,566732,533029,38768
-37.883333 145.166667,Tuesday,659,566995,533029,38768
-37.813997 144.963323,Tuesday,1365,566732,533029,38768
-37.813997 144.963323,Wednesday,335,566732,533029,38768
-37.813997 144.963323,Wednesday,438,566732,533029,38768
-37.883333 145.166667,Wednesday,479,566995,533029,38768
-37.916667 145.0,Thursday,313,567317,533029,38768
-37.883333 145.166667,Thursday,540,566995,533029,38768
-37.883333 145.166667,Sunday,1292,566995,533029,38768
-37.813997 144.963323,Sunday,1372,566732,533029,38768
-37.883333 145.166667,Monday,525,566995,533029,38768
-37.813997 144.963323,Monday,1365,566732,533029,38768
-37.813997 144.963323,Thursday,718,566732,533034,38768
-37.883333 145.166667,Thursday,868,566995,533034,38768
-37.813997 144.963323,Thursday,1371,566732,533034,38768
-37.813997 144.963323,Friday,817,566732,533034,38768
-37.833333 144.983333,Friday,861,566389,533034,38768
-37.833333 144.983333,Friday,935,566389,533034,38768
-37.813997 144.963323,Friday,990,566732,533034,38768
-37.883333 145.166667,Friday,1051,566995,533034,38768
-37.883333 145.166667,Saturday,468,566995,533034,38768
-37.883333 145.166667,Saturday,1045,566995,533034,38768
-37.883333 145.166667,Saturday,1045,566995,533034,38768
-37.813997 144.963323,Sunday,606,566732,533034,38768
-37.883333 145.166667,Sunday,1052,566995,533034,38768
-37.813997 144.963323,Monday,1378,566732,533034,38768
-37.813997 144.963323,Tuesday,587,566732,533034,38768
-37.883333 145.166667,Tuesday,735,566995,533034,38768
-37.833333 145.0,Tuesday,1365,566469,533034,38768
-37.813997 144.963323,Tuesday,1378,566732,533034,38768
-37.813997 144.963323,Wednesday,593,566732,533034,38768
-37.833333 145.0,Wednesday,622,566469,533034,38768
-37.883333 145.166667,Wednesday,973,566995,533034,38768
-37.813997 144.963323,Wednesday,1368,566732,533034,38768
-37.883333 145.166667,Sunday,716,566995,533036,38768
-37.883333 145.166667,Monday,530,566995,533036,38768
-37.813997 144.963323,Tuesday,523,566732,533036,38768
-37.883333 145.166667,Tuesday,573,566995,533036,38768
-37.883333 145.166667,Tuesday,769,566995,533036,38768
-37.883333 145.166667,Tuesday,769,566995,533036,38768
-37.883333 145.166667,Tuesday,804,566995,533036,38768
-37.813997 144.963323,Tuesday,1277,566732,533036,38768
-37.813997 144.963323,Wednesday,316,566732,533036,38768
-37.883333 145.166667,Wednesday,537,566995,533036,38768
-37.813997 144.963323,Thursday,459,566732,533037,38768
-37.813997 144.963323,Thursday,480,566732,533037,38768
-37.883333 145.166667,Thursday,502,566995,533037,38768
-37.883333 145.166667,Thursday,1334,566995,533037,38768
-37.813997 144.963323,Thursday,1372,566732,533037,38768
-37.813997 144.963323,Friday,583,566732,533037,38768
-37.883333 145.166667,Friday,949,566995,533037,38768
-37.813997 144.963323,Sunday,1385,566732,533037,38768
-37.813997 144.963323,Monday,76,566732,533037,38768
-37.883333 145.166667,Monday,883,566995,533037,38768
-37.813997 144.963323,Monday,1373,566732,533037,38768
-37.883333 145.166667,Tuesday,512,566995,533037,38768
-37.813997 144.963323,Tuesday,1369,566732,533037,38768
-37.883333 145.166667,Wednesday,528,566995,533037,38768
-37.813997 144.963323,Wednesday,1363,566732,533037,38768
-37.813997 144.963323,Thursday,506,566732,533038,38768
-37.883333 145.166667,Thursday,559,566995,533038,38768
-37.813997 144.963323,Thursday,1373,566732,533038,38768
-37.813997 144.963323,Friday,596,566732,533038,38768
-37.813997 144.963323,Friday,613,566732,533038,38768
-37.916667 145.0,Friday,627,567317,533038,38768
-37.916667 145.0,Friday,686,567317,533038,38768
-37.883333 145.166667,Friday,895,566995,533038,38768
-37.883333 145.166667,Saturday,103,566995,533038,38768
-37.883333 145.166667,Saturday,514,566995,533038,38768
-37.833333 145.0,Saturday,685,566469,533038,38768
-38.133333 145.116667,Saturday,715,567030,533038,38768
-38.133333 145.116667,Saturday,736,567030,533038,38768
-38.133333 145.116667,Saturday,736,567030,533038,38768
-38.133333 145.116667,Saturday,821,567030,533038,38768
-37.883333 145.166667,Saturday,889,566995,533038,38768
-37.883333 145.166667,Sunday,1341,566995,533038,38768
-37.833333 144.983333,Sunday,1367,566389,533038,38768
-37.813997 144.963323,Sunday,1391,566732,533038,38768
-37.883333 145.166667,Monday,592,566995,533038,38768
-37.883333 145.166667,Monday,792,566995,533038,38768
-37.813997 144.963323,Monday,1360,566732,533038,38768
-37.883333 145.166667,Tuesday,679,566995,533038,38768
-37.813997 144.963323,Tuesday,1354,566732,533038,38768
-37.883333 145.166667,Wednesday,641,566995,533038,38768
-37.813997 144.963323,Wednesday,1361,566732,533038,38768
-37.813997 144.963323,Thursday,409,566732,533039,38768
-37.833333 145.0,Thursday,582,566469,533039,38768
-37.883333 145.166667,Thursday,619,566995,533039,38768
-37.833333 145.0,Thursday,910,566469,533039,38768
-37.813997 144.963323,Thursday,1385,566732,533039,38768
-37.813997 144.963323,Friday,639,566732,533039,38768
-37.833333 145.0,Friday,930,566469,533039,38768
-37.883333 145.216667,Saturday,372,566235,533039,38768
-37.883333 145.166667,Saturday,472,566995,533039,38768
-37.883333 145.216667,Sunday,1095,566235,533039,38768
-37.813997 144.963323,Monday,187,566732,533039,38768
-37.813997 144.963323,Monday,268,566732,533039,38768
-37.883333 145.166667,Monday,563,566995,533039,38768
-37.813997 144.963323,Monday,1372,566732,533039,38768
-37.883333 145.166667,Tuesday,551,566995,533039,38768
-37.813997 144.963323,Tuesday,600,566732,533039,38768
-37.883333 145.166667,Wednesday,576,566995,533039,38768
-37.813997 144.963323,Wednesday,1382,566732,533039,38768
-37.813997 144.963323,Thursday,204,566732,533041,38768
-37.813997 144.963323,Thursday,531,566732,533041,38768
-37.869636 144.83036,Thursday,636,567474,533041,38768
-37.869636 144.83036,Thursday,681,567474,533041,38768
-37.869636 144.83036,Thursday,681,567474,533041,38768
-37.883333 145.166667,Thursday,1310,566995,533041,38768
-37.813997 144.963323,Friday,282,566732,533041,38768
-37.813997 144.963323,Friday,598,566732,533041,38768
-37.883333 145.166667,Friday,643,566995,533041,38768
-37.883333 145.166667,Friday,654,566995,533041,38768
-37.883333 145.3,Friday,738,567046,533041,38768
-37.883333 145.166667,Friday,971,566995,533041,38768
-37.783333 145.133333,Sunday,322,567118,533041,38768
-37.883333 145.166667,Sunday,895,566995,533041,38768
-37.883333 145.166667,Sunday,919,566995,533041,38768
-37.813997 144.963323,Sunday,1374,566732,533041,38768
-37.813997 144.963323,Monday,519,566732,533041,38768
-37.883333 145.166667,Monday,1061,566995,533041,38768
-37.813997 144.963323,Monday,1368,566732,533041,38768
-37.813997 144.963323,Tuesday,546,566732,533041,38768
-37.883333 145.166667,Tuesday,600,566995,533041,38768
-37.813997 144.963323,Tuesday,1377,566732,533041,38768
-37.883333 145.166667,Wednesday,577,566995,533041,38768
-37.813997 144.963323,Thursday,15,566732,533043,38768
-37.883333 145.166667,Thursday,781,566995,533043,38768
-37.883333 145.166667,Friday,4,566995,533043,38768
-37.813997 144.963323,Friday,47,566732,533043,38768
-37.883333 145.166667,Friday,728,566995,533043,38768
-37.883333 145.166667,Saturday,116,566995,533043,38768
-37.969444 145.048056,Saturday,432,568067,533043,38768
-37.969444 145.048056,Saturday,456,568067,533043,38768
-37.969444 145.048056,Saturday,456,568067,533043,38768
-37.883333 145.166667,Saturday,654,566995,533043,38768
-37.883333 145.166667,Sunday,1336,566995,533043,38768
-37.813997 144.963323,Monday,197,566732,533043,38768
-37.883333 145.166667,Monday,614,566995,533043,38768
-37.813997 144.963323,Monday,1366,566732,533043,38768
-37.883333 145.166667,Tuesday,563,566995,533043,38768
-37.883333 145.166667,Tuesday,815,566995,533043,38768
-37.813997 144.963323,Tuesday,1394,566732,533043,38768
-37.813997 144.963323,Wednesday,627,566732,533043,38768
21.458482 -158.010359,Tuesday,277,424450,39421,1302
21.316287 -157.870337,Tuesday,1028,395698,39421,1302
21.316287 -157.870337,Tuesday,1063,395698,39421,1302
21.427725 -157.99778,Wednesday,232,14272,39421,1302
21.458482 -158.010359,Wednesday,325,424450,39421,1302
21.316287 -157.870337,Wednesday,1074,395698,39421,1302
21.306721 -157.865573,Wednesday,1345,42606,39421,1302
21.316287 -157.870337,Wednesday,1437,395698,39421,1302
21.293402 -157.839638,Thursday,308,549907,39421,1302
21.458482 -158.010359,Thursday,365,424450,39421,1302
21.316287 -157.870337,Thursday,1125,395698,39421,1302
21.289653 -157.836487,Friday,1159,339906,39421,1302
21.289653 -157.836487,Friday,1184,339906,39421,1302
21.289653 -157.836487,Saturday,1163,339906,39421,1302
21.332898 -157.921418,Saturday,1412,507819,39421,1302
21.302067 -157.831215,Sunday,1189,364262,39421,1302
21.285396 -157.836031,Sunday,1329,203842,39421,1302
21.285396 -157.836031,Sunday,1345,203842,39421,1302
21.458482 -158.010359,Monday,159,424450,39421,1302
21.316287 -157.870337,Monday,1041,395698,39421,1302
21.458482 -158.010359,Tuesday,260,424450,39426,1302
21.316287 -157.870337,Tuesday,1060,395698,39426,1302
21.458482 -158.010359,Wednesday,285,424450,39426,1302
21.316287 -157.870337,Wednesday,1051,395698,39426,1302
21.293402 -157.839638,Thursday,171,549907,39426,1302
21.458482 -158.010359,Saturday,1198,424450,39426,1302
21.290162 -157.844568,Saturday,1263,82692,39426,1302
21.277463 -157.786943,Sunday,47,379687,39426,1302
21.458482 -158.010359,Sunday,118,424450,39426,1302
21.302067 -157.831215,Sunday,1185,364262,39426,1302
21.332963 -157.87077,Sunday,1306,511120,39426,1302
21.458482 -158.010359,Monday,216,424450,39426,1302
21.458482 -158.010359,Monday,1058,424450,39426,1302
21.316287 -157.870337,Monday,1059,395698,39426,1302
21.293131 -157.839328,Thursday,177,466851,39439,1302
21.302167 -157.852428,Thursday,1027,422582,39439,1302
21.316287 -157.870337,Thursday,1062,395698,39439,1302
21.32166 -157.876067,Thursday,1395,154891,39439,1302
21.458482 -158.010359,Friday,1034,424450,39439,1302
21.302067 -157.831215,Sunday,1256,364262,39439,1302
21.302912 -157.846407,Sunday,1327,731070,39439,1302
21.427725 -157.99778,Monday,33,14272,39439,1302
21.316287 -157.870337,Monday,1053,395698,39439,1302
21.458482 -158.010359,Wednesday,281,424450,39439,1302
21.316287 -157.870337,Wednesday,1042,395698,39439,1302
21.316287 -157.870337,Thursday,38,395698,39450,1302
21.291549 -157.840315,Thursday,314,129344,39450,1302
21.302167 -157.852428,Thursday,1019,422582,39450,1302
21.316287 -157.870337,Thursday,1061,395698,39450,1302
21.316287 -157.870337,Friday,1036,395698,39450,1302
21.277463 -157.786943,Sunday,1378,379687,39450,1302
21.316287 -157.870337,Monday,1028,395698,39450,1302
21.316287 -157.870337,Tuesday,1032,395698,39450,1302
21.316287 -157.870337,Wednesday,1056,395698,39450,1302
21.294715 -157.855875,Wednesday,1397,735319,39450,1302
21.316287 -157.870337,Thursday,21,395698,39456,1302
21.316287 -157.870337,Thursday,1060,395698,39456,1302
21.388619 -157.953027,Friday,464,366321,39456,1302
21.457855 -158.00975,Friday,515,135866,39456,1302
21.316287 -157.870337,Friday,1208,395698,39456,1302
21.457855 -158.00975,Saturday,382,135866,39456,1302
21.291141 -157.843893,Saturday,1208,744475,39456,1302
21.291141 -157.843893,Saturday,1221,744475,39456,1302
21.457855 -158.00975,Sunday,309,135866,39456,1302
21.302067 -157.831215,Sunday,1188,364262,39456,1302
21.301424 -157.836193,Sunday,1366,5853,39456,1302
21.457855 -158.00975,Monday,69,135866,39456,1302
21.427725 -157.99778,Monday,109,14272,39456,1302
21.458482 -158.010359,Monday,203,424450,39456,1302
21.316287 -157.870337,Monday,1029,395698,39456,1302
21.457855 -158.00975,Tuesday,233,135866,39456,1302
21.454093 -158.006346,Tuesday,262,642861,39456,1302
21.316287 -157.870337,Tuesday,1046,395698,39456,1302
21.457855 -158.00975,Wednesday,243,135866,39456,1302
21.316287 -157.870337,Thursday,39,395698,39463,1302
21.457855 -158.00975,Thursday,1013,135866,39463,1302
21.316287 -157.870337,Thursday,1046,395698,39463,1302
21.316287 -157.870337,Friday,1027,395698,39463,1302
21.316287 -157.870337,Friday,1439,395698,39463,1302
21.457855 -158.00975,Saturday,322,135866,39463,1302
21.457855 -158.00975,Sunday,1159,135866,39463,1302
21.457855 -158.00975,Monday,269,135866,39463,1302
21.316287 -157.870337,Monday,1040,395698,39463,1302
21.316287 -157.870337,Wednesday,1074,395698,39463,1302
21.316287 -157.870337,Thursday,1034,395698,39465,1302
21.293131 -157.839328,Friday,286,466851,39465,1302
21.289653 -157.836487,Friday,1302,339906,39465,1302
21.316287 -157.870337,Saturday,56,395698,39465,1302
21.302067 -157.831215,Sunday,1209,364262,39465,1302
21.457855 -158.00975,Monday,414,135866,39465,1302
21.316287 -157.870337,Monday,1029,395698,39465,1302
21.316287 -157.870337,Tuesday,28,395698,39465,1302
21.457855 -158.00975,Tuesday,259,135866,39465,1302
21.316287 -157.870337,Tuesday,1081,395698,39465,1302
21.316287 -157.870337,Wednesday,1037,395698,39465,1302
21.293402 -157.839639,Thursday,110,651786,39478,1302
21.458482 -158.010359,Thursday,313,424450,39478,1302
21.316287 -157.870337,Thursday,986,395698,39478,1302
21.458482 -158.010359,Friday,357,424450,39478,1302
21.316287 -157.870337,Friday,973,395698,39478,1302
21.283013 -157.799564,Friday,1328,311686,39478,1302
21.293402 -157.839639,Saturday,133,651786,39478,1302
21.458482 -158.010359,Saturday,274,424450,39478,1302
21.458482 -158.010359,Sunday,437,424450,39478,1302
21.302067 -157.831215,Sunday,1128,364262,39478,1302
21.307667 -157.809525,Sunday,1223,361503,39478,1302
21.318124 -157.873408,Sunday,1426,455708,39478,1302
21.458482 -158.010359,Monday,21,424450,39478,1302
21.316287 -157.870337,Monday,1017,395698,39478,1302
21.458482 -158.010359,Tuesday,330,424450,39478,1302
21.316287 -157.870337,Tuesday,971,395698,39478,1302
21.458482 -158.010359,Wednesday,324,424450,39478,1302
21.316287 -157.870337,Wednesday,1008,395698,39478,1302
21.316287 -157.870337,Wednesday,1385,395698,39478,1302
21.316287 -157.870337,Friday,133,395698,39489,1302
21.427104 -158.001595,Friday,978,697664,39489,1302
21.316287 -157.870337,Friday,1014,395698,39489,1302
21.302067 -157.831215,Sunday,1133,364262,39489,1302
21.290141 -157.84561,Sunday,1273,44337,39489,1302
21.427104 -158.001595,Monday,92,697664,39489,1302
21.316287 -157.870337,Monday,1009,395698,39489,1302
21.316287 -157.870337,Tuesday,1341,395698,39489,1302
21.302529 -157.852131,Wednesday,984,439550,39489,1302
21.316287 -157.870337,Wednesday,1033,395698,39489,1302
21.316287 -157.870337,Wednesday,1371,395698,39489,1302
21.293402 -157.839639,Thursday,108,651786,39489,1302
21.313405 -157.870261,Thursday,986,124391,39489,1302
21.316287 -157.870337,Thursday,1004,395698,39489,1302
21.316287 -157.870337,Friday,1016,395698,39491,1302
21.306615 -157.858698,Friday,1304,183172,39491,1302
21.302067 -157.831215,Sunday,1136,364262,39491,1302
21.316287 -157.870337,Monday,998,395698,39491,1302
21.313405 -157.870261,Tuesday,979,124391,39491,1302
21.454084 -158.007028,Wednesday,346,690912,39491,1302
21.302529 -157.852131,Wednesday,983,439550,39491,1302
21.318124 -157.873408,Wednesday,1032,455708,39491,1302
21.316287 -157.870337,Wednesday,1044,395698,39491,1302
21.293402 -157.839639,Thursday,95,651786,39491,1302
33.43578 -112.008853,Saturday,990,233375,39493,1302
21.307667 -157.809525,Sunday,1225,361503,39493,1302
21.290141 -157.84561,Sunday,1285,44337,39493,1302
21.290141 -157.84561,Sunday,1321,710980,39493,1302
21.427104 -158.001595,Monday,11,697664,39493,1302
21.302529 -157.852131,Wednesday,988,439550,39493,1302
21.293402 -157.839639,Thursday,121,651786,39493,1302
21.334479 -157.91948,Thursday,452,690929,39493,1302
30.202231 -97.667128,Thursday,1194,427982,39493,1302
30.267008 -97.742885,Thursday,1258,285749,39493,1302
-33.421276 149.572478,Thursday,753,272522,79749,2807
-33.421276 149.572478,Friday,41,412763,79749,2807
-33.4176 149.57678,Friday,396,721133,79749,2807
-33.4176 149.57678,Friday,412,721133,79749,2807
-33.416586 149.578761,Friday,448,16587,79749,2807
-33.4176 149.57678,Friday,538,721133,79749,2807
-33.421276 149.572478,Sunday,103,272522,79749,2807
-33.421276 149.572478,Sunday,279,412763,79749,2807
-33.421276 149.572478,Sunday,1326,272522,79749,2807
-33.421276 149.572478,Sunday,1414,412763,79749,2807
-33.416498 149.579488,Sunday,1420,694660,79749,2807
-33.421276 149.572478,Monday,686,272522,79749,2807
-33.416498 149.579488,Tuesday,190,694660,79749,2807
-33.421276 149.572478,Tuesday,671,272522,79749,2807
-33.421276 149.572478,Wednesday,714,412763,79749,2807
-33.421276 149.572478,Thursday,614,412763,79753,2807
-33.421276 149.572478,Thursday,1369,412763,79753,2807
-33.421276 149.572478,Friday,553,272522,79753,2807
-33.421276 149.572478,Saturday,729,272522,79753,2807
-33.421276 149.572478,Sunday,365,272522,79753,2807
-33.421276 149.572478,Sunday,399,272522,79753,2807
-33.421276 149.572478,Monday,379,412763,79753,2807
-33.421276 149.572478,Monday,450,272522,79753,2807
-33.416498 149.579488,Tuesday,119,694660,79753,2807
-33.421276 149.572478,Tuesday,767,272522,79753,2807
-33.421276 149.572478,Wednesday,484,412763,79753,2807
-33.421276 149.572478,Thursday,658,272522,79758,2807
-33.421276 149.572478,Thursday,1297,272522,79758,2807
-33.421276 149.572478,Friday,289,412763,79758,2807
-33.4176 149.57678,Friday,719,721133,79758,2807
-33.421276 149.572478,Friday,893,272522,79758,2807
-33.421276 149.572478,Saturday,345,412763,79758,2807
-33.421276 149.572478,Sunday,353,272522,79758,2807
-33.416498 149.579488,Sunday,1437,694660,79758,2807
-33.416498 149.579488,Tuesday,91,694660,79758,2807
-33.421276 149.572478,Wednesday,347,272522,79758,2807
-33.421276 149.572478,Wednesday,1261,272522,79758,2807
-33.421276 149.572478,Thursday,718,272522,79759,2807
-33.421276 149.572478,Friday,130,412763,79759,2807
-33.421276 149.572478,Friday,302,272522,79759,2807
-33.421276 149.572478,Sunday,421,272522,79759,2807
-33.421276 149.572478,Sunday,1390,412763,79759,2807
-33.416498 149.579488,Monday,134,694660,79759,2807
-33.421276 149.572478,Tuesday,27,412763,79759,2807
-33.417728 149.57547,Wednesday,388,459450,79759,2807
-33.417728 149.57547,Wednesday,551,459450,79759,2807
-33.421276 149.572478,Wednesday,607,272522,79759,2807
27.759672 -82.678685,Thursday,109,190035,82943,2868
27.73991 -82.707202,Saturday,1044,411128,82943,2868
27.73991 -82.707202,Sunday,1035,411128,82943,2868
27.73991 -82.707202,Sunday,1211,411128,82943,2868
27.73991 -82.707202,Monday,1170,411128,82943,2868
27.759672 -82.678685,Tuesday,796,190035,82943,2868
27.759672 -82.678685,Tuesday,881,190035,82943,2868
27.759672 -82.678685,Wednesday,40,190035,82943,2868
27.759672 -82.678685,Wednesday,811,190035,82943,2868
27.759672 -82.678685,Wednesday,1022,190035,82943,2868
27.759672 -82.678685,Wednesday,1065,190035,82943,2868
27.759672 -82.678685,Wednesday,1386,190035,82943,2868
27.759672 -82.678685,Wednesday,1412,190035,82943,2868
27.771284 -82.647797,Thursday,303,331226,82949,2868
27.771284 -82.647797,Thursday,876,331226,82949,2868
27.759672 -82.678685,Friday,844,190035,82949,2868
27.759672 -82.678685,Friday,888,190035,82949,2868
27.759672 -82.678685,Saturday,1052,190035,82949,2868
27.759672 -82.678685,Saturday,1368,190035,82949,2868
27.759672 -82.678685,Sunday,206,190035,82949,2868
27.771203 -82.647792,Sunday,287,465390,82949,2868
27.771203 -82.647792,Sunday,1085,465390,82949,2868
27.771203 -82.647792,Monday,378,465390,82949,2868
27.771203 -82.647792,Monday,937,465390,82949,2868
27.771203 -82.647792,Monday,1162,465390,82949,2868
27.771203 -82.647792,Tuesday,339,465390,82949,2868
27.975472 -82.53325,Thursday,22,382061,82953,2868
27.975472 -82.53325,Thursday,290,382061,82953,2868
27.975472 -82.53325,Thursday,291,382061,82953,2868
27.975472 -82.53325,Thursday,858,382061,82953,2868
27.975472 -82.53325,Friday,6,382061,82953,2868
27.975472 -82.53325,Friday,214,382061,82953,2868
25.789219 -80.130196,Sunday,987,71547,82953,2868
25.789219 -80.130196,Sunday,1006,71547,82953,2868
25.789219 -80.130196,Monday,1197,71547,82953,2868
25.789219 -80.130196,Monday,1304,71547,82953,2868
25.789219 -80.130196,Tuesday,1346,71547,82953,2868
27.772768 -82.64843,Thursday,266,205034,82957,2868
27.772768 -82.64843,Thursday,767,205034,82957,2868
27.772768 -82.64843,Thursday,797,205034,82957,2868
27.772768 -82.64843,Thursday,867,205034,82957,2868
27.772768 -82.64843,Friday,191,205034,82957,2868
27.772768 -82.64843,Friday,203,205034,82957,2868
27.772768 -82.64843,Saturday,77,205034,82957,2868
27.772768 -82.64843,Sunday,176,205034,82957,2868
27.772768 -82.64843,Sunday,259,205034,82957,2868
27.772768 -82.64843,Monday,95,205034,82957,2868
27.772768 -82.64843,Monday,918,205034,82957,2868
27.772768 -82.64843,Tuesday,967,205034,82957,2868
27.772768 -82.64843,Tuesday,1163,205034,82957,2868
27.802746 -82.647089,Tuesday,1362,645714,82957,2868
27.802746 -82.647089,Wednesday,98,645714,82957,2868
27.802746 -82.647089,Wednesday,117,645714,82957,2868
27.802746 -82.647089,Thursday,68,645714,82960,2868
27.802746 -82.647089,Thursday,1131,645714,82960,2868
27.802746 -82.647089,Thursday,1335,645714,82960,2868
27.802746 -82.647089,Thursday,1425,645714,82960,2868
27.802746 -82.647089,Friday,1123,645714,82960,2868
27.802746 -82.647089,Friday,1165,645714,82960,2868
27.802746 -82.647089,Saturday,73,645714,82960,2868
